data_point,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
232,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
233,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
234,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
235,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
236,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
237,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
238,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
239,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
240,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
241,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
242,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
243,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
244,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
245,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
246,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
247,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
248,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
249,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
250,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
251,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
252,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
253,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
254,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
255,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
256,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
257,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
258,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
259,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
260,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
261,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
262,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
263,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
264,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
265,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
266,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
267,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
268,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
269,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
270,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
271,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
272,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
273,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
274,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
275,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
276,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
277,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
278,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
279,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
280,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
281,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
282,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
283,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
284,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
285,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
286,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
287,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
288,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
289,0.0,0.0,0.0,0.0,0.0,1.0,0.46612415935589413,0.0,0.8847193159781022
